gene,rho_pb,p_pb,pct_rank_pb,rho_pb_sample_centered,p_pb_sample_centered,detect_frac_epi,bulk_rho_TCGA,on_19p13_3
MTR,0.4340028915069673,0.0006648800878356538,0.7578854314002829,0.3097911347626811,0.017958104551291963,0.28679467661936064,-0.073679407552921,False
GNB5,0.4340028915069673,0.0006648800878356538,0.7578854314002829,0.30203943523332,0.021206114221565063,0.23969945489369435,-0.0689278129253667,False
ARMC4,0.43396930355069724,0.0006655934729126509,0.7577793493635078,0.31946843254846397,0.014506646078700997,0.013210234248391661,,
FAM111A,0.43394137008213113,0.0006661872877000787,0.7576025459688827,0.4338798486572949,0.0006674968112968179,0.29111624023965066,-0.0607920544280649,False
PHF2,0.43394137008213113,0.0006661872877000787,0.7576025459688827,0.3636839029191916,0.00501243957837991,0.18297893237735585,-0.1645112583125458,False
LSM8,0.43394137008213113,0.0006661872877000787,0.7576025459688827,0.4176997139253745,0.0011047846998970857,0.6448951529733923,0.2357442126500626,False
ZC3H3,0.43394137008213113,0.0006661872877000787,0.7576025459688827,0.3244332338736965,0.012968501542006182,0.10332465746697146,0.0342607338533261,False
CFAP77,0.4339008445185026,0.0006670496392940322,0.7574257425742574,0.3585985456722688,0.005707354749622321,0.013848647055934752,0.116636661027574,False
SRD5A3,0.4338798486572949,0.0006674968112968179,0.7573550212164074,0.3083146205666123,0.018541815212823432,0.3660069734321765,-0.0900780697539616,False
CHDH,0.43384501881725185,0.0006682392186877035,0.7572842998585573,0.29847119259282046,0.022860928173854617,0.13003977802877326,0.1670579402004337,False
PANK2,0.4337568058076225,0.0006701228442809486,0.7571782178217822,0.5115814082254145,4.056726800744753e-05,0.2985316505426483,0.086604420214317,False
NME4,0.4337568058076225,0.0006701228442809486,0.7571782178217822,0.24863883847549909,0.05983200804792026,0.3187153169965028,0.2084423472634267,False
SMURF2,0.4336952843827863,0.0006714393609773408,0.7570721357850071,0.37506536651388844,0.0037203864929668813,0.2617983597701832,-0.1047461640987741,False
ROPN1L,0.4336703609233001,0.0006719733714119601,0.757001414427157,0.3542200814201427,0.0063719725028229075,0.01964347100132603,0.1030126448682093,False
HIPK3,0.4336337629579501,0.0006727582160240422,0.7569306930693069,0.45405887600356826,0.0003435075888243348,0.38736924814611007,-0.2405509389502316,False
LGMN,0.4335722415331139,0.0006740794130877026,0.7568599717114569,0.3627610815466486,0.005132718628155709,0.36089967097183373,0.0011992024205991,False
STK38,0.4335107201082777,0.0006754029558398447,0.7567892503536068,0.4190531852717709,0.0010601913024807532,0.3368364189952189,-0.2814758760564444,False
RPRD1B,0.43338767725860533,0.000678057093120037,0.7567185289957568,0.5241317788919991,2.4141438960183687e-05,0.2154397682070526,-0.1809761493537081,False
ASCC1,0.4333261558337691,0.0006793876950155271,0.7566124469589817,0.44519979082715555,0.00046216211239452415,0.16687128615626579,-0.0475050852179825,False
LIG3,0.4333261558337691,0.0006793876950155271,0.7566124469589817,0.4554123473499646,0.0003280502297447239,0.18081815056720962,0.0955539316438092,False
CDH16,0.4332711856687486,0.0006805786011669673,0.7565063649222065,0.3221881925081037,0.01364571890976446,0.1055836566321237,0.0434553274077607,False
TDRD3,0.4332646344089329,0.0006807206573343855,0.7564002828854314,0.4800209172844443,0.00013725314272634666,0.2515837548494977,0.1607264158628106,False
TRNT1,0.4332646344089329,0.0006807206573343855,0.7564002828854314,0.4526438832323357,0.00036037351154775754,0.2557579924372778,0.0688003135540095,False
INTS9,0.4332031129840967,0.0006820559837725611,0.7562588401697312,0.439170691193208,0.0005630083692097479,0.07037273486225079,0.1076965939959602,False
CXCL16,0.4332031129840967,0.0006820559837725611,0.7562588401697312,0.38337075886677535,0.0029730636639190605,0.3934587241565187,-0.0164027941251123,False
AKAP9,0.4331415915592605,0.0006833936780309017,0.7560820367751061,0.4587345042911194,0.00029275649969635035,0.7988999656237273,-0.2174442751011436,False
MED9,0.4331415915592605,0.0006833936780309017,0.7560820367751061,0.3256021409455843,0.012627494876551437,0.10730246034473953,0.1062912675916667,False
MUC4,0.4331415915592605,0.0006833936780309017,0.7560820367751061,0.4499369405395429,0.00039475309653402564,0.5963266709226329,-0.2484927331261075,False
PRRX2,0.4330800701344243,0.0006847337438151603,0.755940594059406,0.22815220400504477,0.08497350417613471,0.3087953641408371,-0.0467608666651713,False
SPATA7,0.4329836658762547,0.000686838409547122,0.7558698727015559,0.48481958842166784,0.00011490394105752956,0.09959239797671994,-0.0337951250379251,False
MRPS14,0.43295702728475194,0.0006874210048090057,0.7557991513437058,0.47128487495770405,0.00018842853011686857,0.37961007710058936,0.1763951441628308,False
ENC1,0.4328098805439875,0.000690647212492882,0.7557284299858558,0.3769110092589744,0.0035412948759878994,0.20478318518883143,-0.0769258012686187,False
KIAA1211L,0.432748358172908,0.0006920001499549132,0.7556577086280056,0.49743148051308866,7.110933993814905e-05,0.2584589696999591,,
PJA2,0.4326494201605709,0.0006941809193465128,0.7555516265912305,0.3083146205666123,0.018541815212823432,0.5321907381033288,-0.2262790370964142,False
PTPN9,0.4326494201605709,0.0006941809193465128,0.7555516265912305,0.3733427666184749,0.003894716456671928,0.15336639984285186,-0.1894019689208477,False
ARHGDIA,0.4325878987357347,0.0006955400913355893,0.7554455445544555,0.3700821311021563,0.004244554866472896,0.6248588125520477,0.3545363213834154,False
ATP2C2,0.43252637731089855,0.0006969016684239452,0.7553748231966054,0.38878464425236087,0.0025607726622419655,0.2206943966999082,-0.0468142275131837,False
NOL11,0.4324648558860623,0.0006982656543666755,0.7553041018387553,0.377710787781845,0.0034660878567612193,0.306290821588169,0.0887628192944326,False
TMEM38B,0.43234846276089156,0.0007008527988741835,0.7552333804809053,0.4324648558860623,0.0006982656543666755,0.16033983204832378,0.0449980698011835,False
SLC4A4,0.43229774055738934,0.0007019829418331167,0.7551626591230551,0.15426971829619773,0.2475809566205908,0.15140205274271892,-0.0537302420245011,False
ZC3H13,0.4322187701867175,0.000703745761956765,0.75505657708628,0.42809683472269217,0.0008015050299073424,0.5742277660461499,-0.2113299719147219,False
DPY19L1,0.4322187701867175,0.000703745761956765,0.75505657708628,0.38546248731120614,0.00280726138806456,0.13352649413150922,-0.089565238949169,False
IL17RB,0.4322047131072293,0.0007040599709913344,0.754950495049505,0.32044698121361925,0.0141916731048893,0.03555468251240055,0.1389788008684124,False
CFAP47,0.43218166925204277,0.0007045753300660429,0.7548797736916549,0.35448588063634184,0.006329775747221376,0.02430879536414109,0.0657557938429609,False
HARBI1,0.43209417760187335,0.0007065351234130623,0.7548090523338048,0.44488195079277726,0.00046703869907193995,0.033835878799784475,-0.0352778955048207,False
LOXL1,0.4320342059122089,0.0007078813203585004,0.7547383309759548,0.37721861638315546,0.003512199888674745,0.12915582183371344,-0.0611196569794689,False
PKN1,0.43199926251511506,0.0007086667704759726,0.7546676096181046,0.39173767264449844,0.0023580353831185734,0.14835731473751287,0.3021902739229549,False
VPS25,0.43197268448737275,0.0007092647129156949,0.7545615275813295,0.42951182749392475,0.0007666446437740715,0.45803663507335246,0.1835250742860921,False
DSG2,0.43197268448737275,0.0007092647129156949,0.7545615275813295,0.35765480328524407,0.005845226362405949,0.4687423267690709,-0.2292696056845831,False
CYB5B,0.4319111630625365,0.0007106505483468923,0.7543847241867044,0.4320342059122089,0.0007078813203585004,0.41762019348814017,0.0830774098266599,False
PPP4R3A,0.4319111630625365,0.0007106505483468923,0.7543847241867044,0.4344335414808207,0.0006557944479392241,0.5030201836663712,-0.2925895712597528,False
XPO5,0.4319111630625365,0.0007106505483468923,0.7543847241867044,0.4362176628010705,0.0006193381261592878,0.14752246721995638,0.1685119052538004,False
CCDC71L,0.43184964163770034,0.0007120388304570155,0.7542079207920792,0.45116736903626686,0.00037877262114874055,0.13441045032656904,-0.0601530228566233,False
SHTN1,0.43184964163770034,0.0007120388304570155,0.7542079207920792,0.351748746500969,0.006776244896402036,0.44040661984966933,-0.1507649372006567,False
PARP1,0.4317881202128641,0.0007134295630560116,0.7541018387553041,0.4306807345658125,0.0007388861568929344,0.543338407896577,0.0702037510787273,False
SETD1A,0.43170247786455723,0.0007153696522990942,0.754031117397454,0.37807991633086224,0.0034318563840637704,0.12183862888571914,0.1353937074338036,False
PI4KB,0.4316650773631917,0.0007162183949854379,0.753960396039604,0.4937401950229167,8.199153992613248e-05,0.25438294946718554,-0.0055313477273828,False
AC093323.1,0.43154203451351936,0.0007190170747151003,0.7538896746817539,0.36903626687994096,0.0043624939893743804,0.1255217796984675,,
COPS7A,0.4314805130886831,0.0007204201170832577,0.7538189533239038,0.43049617029130394,0.0007432078114891919,0.3242154888768719,-0.0053232168091392,False
RHOQ,0.4313574702390107,0.0007232336260268104,0.7537128712871287,0.3492263680826848,0.007211814752787514,0.2534989932721262,-0.0094767449410493,False
